occ_code,fips,emp,source_tag
51-8012,18,96,real:OEWS_May2025_state; renormalized to national
51-8012,20,96,real:OEWS_May2025_state; renormalized to national
51-8012,21,149,real:OEWS_May2025_state; renormalized to national
51-8012,23,107,real:OEWS_May2025_state; renormalized to national
51-8012,24,53,real:OEWS_May2025_state; renormalized to national
51-8012,25,415,real:OEWS_May2025_state; renormalized to national
51-8012,26,479,real:OEWS_May2025_state; renormalized to national
51-8012,27,107,real:OEWS_May2025_state; renormalized to national
51-8012,28,96,real:OEWS_May2025_state; renormalized to national
51-8012,29,107,real:OEWS_May2025_state; renormalized to national
51-8012,31,256,real:OEWS_May2025_state; renormalized to national
51-8012,32,106,real:OEWS_May2025_state; renormalized to national
51-8012,34,351,real:OEWS_May2025_state; renormalized to national
51-8012,35,43,real:OEWS_May2025_state; renormalized to national
51-8012,36,160,real:OEWS_May2025_state; renormalized to national
51-8012,37,202,real:OEWS_May2025_state; renormalized to national
51-8012,39,383,real:OEWS_May2025_state; renormalized to national
51-8012,40,53,real:OEWS_May2025_state; renormalized to national
51-8012,41,362,real:OEWS_May2025_state; renormalized to national
51-8012,42,596,real:OEWS_May2025_state; renormalized to national
51-8012,45,202,real:OEWS_May2025_state; renormalized to national
51-8012,46,32,real:OEWS_May2025_state; renormalized to national
51-8012,47,106,real:OEWS_May2025_state; renormalized to national
51-8012,48,1033,real:OEWS_May2025_state; renormalized to national
51-8012,51,351,real:OEWS_May2025_state; renormalized to national
51-8012,53,405,real:OEWS_May2025_state; renormalized to national
51-8012,54,53,real:OEWS_May2025_state; renormalized to national
51-8012,55,43,real:OEWS_May2025_state; renormalized to national
51-8012,56,75,real:OEWS_May2025_state; renormalized to national
51-8013,01,812,real:OEWS_May2025_state; renormalized to national
51-8013,02,668,real:OEWS_May2025_state; renormalized to national
51-8013,04,401,real:OEWS_May2025_state; renormalized to national
51-8013,05,226,real:OEWS_May2025_state; renormalized to national
51-8013,06,2682,real:OEWS_May2025_state; renormalized to national
51-8013,08,257,real:OEWS_May2025_state; renormalized to national
51-8013,09,257,real:OEWS_May2025_state; renormalized to national
51-8013,10,82,real:OEWS_May2025_state; renormalized to national
51-8013,12,1685,real:OEWS_May2025_state; renormalized to national
51-8013,13,606,real:OEWS_May2025_state; renormalized to national
51-8013,15,298,real:OEWS_May2025_state; renormalized to national
51-8013,16,319,real:OEWS_May2025_state; renormalized to national
51-8013,17,1192,real:OEWS_May2025_state; renormalized to national
51-8013,18,1223,real:OEWS_May2025_state; renormalized to national
51-8013,19,483,real:OEWS_May2025_state; renormalized to national
51-8013,20,534,real:OEWS_May2025_state; renormalized to national
51-8013,21,709,real:OEWS_May2025_state; renormalized to national
51-8013,22,380,real:OEWS_May2025_state; renormalized to national
51-8013,23,195,real:OEWS_May2025_state; renormalized to national
51-8013,24,339,real:OEWS_May2025_state; renormalized to national
51-8013,25,904,real:OEWS_May2025_state; renormalized to national
51-8013,26,1254,real:OEWS_May2025_state; renormalized to national
51-8013,27,997,real:OEWS_May2025_state; renormalized to national
51-8013,28,463,real:OEWS_May2025_state; renormalized to national
51-8013,30,134,real:OEWS_May2025_state; renormalized to national
51-8013,31,370,real:OEWS_May2025_state; renormalized to national
51-8013,32,257,real:OEWS_May2025_state; renormalized to national
51-8013,33,93,real:OEWS_May2025_state; renormalized to national
51-8013,34,308,real:OEWS_May2025_state; renormalized to national
51-8013,35,134,real:OEWS_May2025_state; renormalized to national
51-8013,36,2014,real:OEWS_May2025_state; renormalized to national
51-8013,37,432,real:OEWS_May2025_state; renormalized to national
51-8013,38,154,real:OEWS_May2025_state; renormalized to national
51-8013,39,750,real:OEWS_May2025_state; renormalized to national
51-8013,40,534,real:OEWS_May2025_state; renormalized to national
51-8013,41,257,real:OEWS_May2025_state; renormalized to national
51-8013,42,1038,real:OEWS_May2025_state; renormalized to national
51-8013,44,51,real:OEWS_May2025_state; renormalized to national
51-8013,45,699,real:OEWS_May2025_state; renormalized to national
51-8013,47,504,real:OEWS_May2025_state; renormalized to national
51-8013,48,2158,real:OEWS_May2025_state; renormalized to national
51-8013,49,432,real:OEWS_May2025_state; renormalized to national
51-8013,50,144,real:OEWS_May2025_state; renormalized to national
51-8013,51,606,real:OEWS_May2025_state; renormalized to national
51-8013,53,442,real:OEWS_May2025_state; renormalized to national
51-8013,54,175,real:OEWS_May2025_state; renormalized to national
51-8013,55,432,real:OEWS_May2025_state; renormalized to national
51-8013,56,236,real:OEWS_May2025_state; renormalized to national
51-8021,01,220,real:OEWS_May2025_state; renormalized to national
51-8021,02,90,real:OEWS_May2025_state; renormalized to national
51-8021,04,80,real:OEWS_May2025_state; renormalized to national
51-8021,05,200,real:OEWS_May2025_state; renormalized to national
51-8021,06,5838,real:OEWS_May2025_state; renormalized to national
51-8021,08,560,real:OEWS_May2025_state; renormalized to national
51-8021,09,270,real:OEWS_May2025_state; renormalized to national
51-8021,10,40,real:OEWS_May2025_state; renormalized to national
51-8021,11,620,real:OEWS_May2025_state; renormalized to national
51-8021,12,170,real:OEWS_May2025_state; renormalized to national
51-8021,13,240,real:OEWS_May2025_state; renormalized to national
51-8021,15,70,real:OEWS_May2025_state; renormalized to national
51-8021,16,120,real:OEWS_May2025_state; renormalized to national
51-8021,17,1679,real:OEWS_May2025_state; renormalized to national
51-8021,18,290,real:OEWS_May2025_state; renormalized to national
51-8021,19,190,real:OEWS_May2025_state; renormalized to national
51-8021,20,120,real:OEWS_May2025_state; renormalized to national
51-8021,21,90,real:OEWS_May2025_state; renormalized to national
51-8021,22,290,real:OEWS_May2025_state; renormalized to national
51-8021,23,290,real:OEWS_May2025_state; renormalized to national
51-8021,24,849,real:OEWS_May2025_state; renormalized to national
51-8021,25,530,real:OEWS_May2025_state; renormalized to national
51-8021,26,490,real:OEWS_May2025_state; renormalized to national
51-8021,27,1439,real:OEWS_May2025_state; renormalized to national
51-8021,28,200,real:OEWS_May2025_state; renormalized to national
51-8021,29,380,real:OEWS_May2025_state; renormalized to national
51-8021,30,110,real:OEWS_May2025_state; renormalized to national
51-8021,31,290,real:OEWS_May2025_state; renormalized to national
51-8021,32,60,real:OEWS_May2025_state; renormalized to national
51-8021,33,60,real:OEWS_May2025_state; renormalized to national
51-8021,34,1399,real:OEWS_May2025_state; renormalized to national
51-8021,35,100,real:OEWS_May2025_state; renormalized to national
51-8021,36,4478,real:OEWS_May2025_state; renormalized to national
51-8021,37,220,real:OEWS_May2025_state; renormalized to national
51-8021,38,140,real:OEWS_May2025_state; renormalized to national
51-8021,39,760,real:OEWS_May2025_state; renormalized to national
51-8021,40,180,real:OEWS_May2025_state; renormalized to national
51-8021,41,330,real:OEWS_May2025_state; renormalized to national
51-8021,42,1729,real:OEWS_May2025_state; renormalized to national
51-8021,44,60,real:OEWS_May2025_state; renormalized to national
51-8021,45,170,real:OEWS_May2025_state; renormalized to national
51-8021,46,90,real:OEWS_May2025_state; renormalized to national
51-8021,47,370,real:OEWS_May2025_state; renormalized to national
51-8021,48,889,real:OEWS_May2025_state; renormalized to national
51-8021,49,110,real:OEWS_May2025_state; renormalized to national
51-8021,50,70,real:OEWS_May2025_state; renormalized to national
51-8021,51,350,real:OEWS_May2025_state; renormalized to national
51-8021,53,520,real:OEWS_May2025_state; renormalized to national
51-8021,54,40,real:OEWS_May2025_state; renormalized to national
51-8021,55,270,real:OEWS_May2025_state; renormalized to national
51-8021,56,100,real:OEWS_May2025_state; renormalized to national
51-8031,01,2788,real:OEWS_May2025_state; renormalized to national
51-8031,02,755,real:OEWS_May2025_state; renormalized to national
51-8031,04,3975,real:OEWS_May2025_state; renormalized to national
51-8031,05,2023,real:OEWS_May2025_state; renormalized to national
51-8031,06,11704,real:OEWS_May2025_state; renormalized to national
51-8031,08,2637,real:OEWS_May2025_state; renormalized to national
51-8031,09,986,real:OEWS_May2025_state; renormalized to national
51-8031,10,342,real:OEWS_May2025_state; renormalized to national
51-8031,12,7487,real:OEWS_May2025_state; renormalized to national
51-8031,13,3331,real:OEWS_May2025_state; renormalized to national
51-8031,15,614,real:OEWS_May2025_state; renormalized to national
51-8031,16,1489,real:OEWS_May2025_state; renormalized to national
51-8031,17,3522,real:OEWS_May2025_state; renormalized to national
51-8031,18,3160,real:OEWS_May2025_state; renormalized to national
51-8031,19,2385,real:OEWS_May2025_state; renormalized to national
51-8031,20,1570,real:OEWS_May2025_state; renormalized to national
51-8031,21,2556,real:OEWS_May2025_state; renormalized to national
51-8031,22,2466,real:OEWS_May2025_state; renormalized to national
51-8031,23,714,real:OEWS_May2025_state; renormalized to national
51-8031,24,1781,real:OEWS_May2025_state; renormalized to national
51-8031,25,2526,real:OEWS_May2025_state; renormalized to national
51-8031,26,3422,real:OEWS_May2025_state; renormalized to national
51-8031,27,2304,real:OEWS_May2025_state; renormalized to national
51-8031,28,1157,real:OEWS_May2025_state; renormalized to national
51-8031,29,3019,real:OEWS_May2025_state; renormalized to national
51-8031,30,694,real:OEWS_May2025_state; renormalized to national
51-8031,31,745,real:OEWS_May2025_state; renormalized to national
51-8031,33,513,real:OEWS_May2025_state; renormalized to national
51-8031,34,2516,real:OEWS_May2025_state; renormalized to national
51-8031,35,2123,real:OEWS_May2025_state; renormalized to national
51-8031,36,5334,real:OEWS_May2025_state; renormalized to national
51-8031,37,3643,real:OEWS_May2025_state; renormalized to national
51-8031,38,553,real:OEWS_May2025_state; renormalized to national
51-8031,39,5907,real:OEWS_May2025_state; renormalized to national
51-8031,40,2294,real:OEWS_May2025_state; renormalized to national
51-8031,41,1248,real:OEWS_May2025_state; renormalized to national
51-8031,42,4690,real:OEWS_May2025_state; renormalized to national
51-8031,44,423,real:OEWS_May2025_state; renormalized to national
51-8031,45,2667,real:OEWS_May2025_state; renormalized to national
51-8031,46,1067,real:OEWS_May2025_state; renormalized to national
51-8031,47,3160,real:OEWS_May2025_state; renormalized to national
51-8031,48,10587,real:OEWS_May2025_state; renormalized to national
51-8031,49,1912,real:OEWS_May2025_state; renormalized to national
51-8031,50,322,real:OEWS_May2025_state; renormalized to national
51-8031,51,3482,real:OEWS_May2025_state; renormalized to national
51-8031,53,2043,real:OEWS_May2025_state; renormalized to national
51-8031,54,1107,real:OEWS_May2025_state; renormalized to national
51-8031,55,2244,real:OEWS_May2025_state; renormalized to national
51-8031,56,503,real:OEWS_May2025_state; renormalized to national
51-8091,01,236,real:OEWS_May2025_state; renormalized to national
51-8091,05,247,real:OEWS_May2025_state; renormalized to national
51-8091,06,802,real:OEWS_May2025_state; renormalized to national
51-8091,08,411,real:OEWS_May2025_state; renormalized to national
51-8091,12,62,real:OEWS_May2025_state; renormalized to national
51-8091,13,226,real:OEWS_May2025_state; renormalized to national
51-8091,16,62,real:OEWS_May2025_state; renormalized to national
51-8091,17,164,real:OEWS_May2025_state; renormalized to national
51-8091,18,329,real:OEWS_May2025_state; renormalized to national
51-8091,19,504,real:OEWS_May2025_state; renormalized to national
51-8091,21,41,real:OEWS_May2025_state; renormalized to national
51-8091,22,3495,real:OEWS_May2025_state; renormalized to national
51-8091,24,298,real:OEWS_May2025_state; renormalized to national
51-8091,25,586,real:OEWS_May2025_state; renormalized to national
51-8091,26,41,real:OEWS_May2025_state; renormalized to national
51-8091,27,154,real:OEWS_May2025_state; renormalized to national
51-8091,28,329,real:OEWS_May2025_state; renormalized to national
51-8091,29,463,real:OEWS_May2025_state; renormalized to national
51-8091,34,339,real:OEWS_May2025_state; renormalized to national
51-8091,36,123,real:OEWS_May2025_state; renormalized to national
51-8091,37,678,real:OEWS_May2025_state; renormalized to national
51-8091,39,247,real:OEWS_May2025_state; renormalized to national
51-8091,41,123,real:OEWS_May2025_state; renormalized to national
51-8091,42,791,real:OEWS_May2025_state; renormalized to national
51-8091,45,627,real:OEWS_May2025_state; renormalized to national
51-8091,46,185,real:OEWS_May2025_state; renormalized to national
51-8091,47,360,real:OEWS_May2025_state; renormalized to national
51-8091,48,2426,real:OEWS_May2025_state; renormalized to national
51-8091,49,329,real:OEWS_May2025_state; renormalized to national
51-8091,51,781,real:OEWS_May2025_state; renormalized to national
51-8091,53,360,real:OEWS_May2025_state; renormalized to national
51-8091,54,391,real:OEWS_May2025_state; renormalized to national
51-8091,55,92,real:OEWS_May2025_state; renormalized to national
51-8091,56,308,real:OEWS_May2025_state; renormalized to national
51-8092,02,233,real:OEWS_May2025_state; renormalized to national
51-8092,04,148,real:OEWS_May2025_state; renormalized to national
51-8092,05,423,real:OEWS_May2025_state; renormalized to national
51-8092,06,846,real:OEWS_May2025_state; renormalized to national
51-8092,08,602,real:OEWS_May2025_state; renormalized to national
51-8092,12,137,real:OEWS_May2025_state; renormalized to national
51-8092,13,116,real:OEWS_May2025_state; renormalized to national
51-8092,16,53,real:OEWS_May2025_state; renormalized to national
51-8092,17,560,real:OEWS_May2025_state; renormalized to national
51-8092,18,296,real:OEWS_May2025_state; renormalized to national
51-8092,19,507,real:OEWS_May2025_state; renormalized to national
51-8092,20,370,real:OEWS_May2025_state; renormalized to national
51-8092,21,211,real:OEWS_May2025_state; renormalized to national
51-8092,22,846,real:OEWS_May2025_state; renormalized to national
51-8092,23,32,real:OEWS_May2025_state; renormalized to national
51-8092,24,190,real:OEWS_May2025_state; renormalized to national
51-8092,25,359,real:OEWS_May2025_state; renormalized to national
51-8092,26,571,real:OEWS_May2025_state; renormalized to national
51-8092,27,380,real:OEWS_May2025_state; renormalized to national
51-8092,28,359,real:OEWS_May2025_state; renormalized to national
51-8092,29,233,real:OEWS_May2025_state; renormalized to national
51-8092,30,74,real:OEWS_May2025_state; renormalized to national
51-8092,31,285,real:OEWS_May2025_state; renormalized to national
51-8092,34,201,real:OEWS_May2025_state; renormalized to national
51-8092,35,317,real:OEWS_May2025_state; renormalized to national
51-8092,36,254,real:OEWS_May2025_state; renormalized to national
51-8092,37,338,real:OEWS_May2025_state; renormalized to national
51-8092,38,814,real:OEWS_May2025_state; renormalized to national
51-8092,39,602,real:OEWS_May2025_state; renormalized to national
51-8092,40,1025,real:OEWS_May2025_state; renormalized to national
51-8092,41,74,real:OEWS_May2025_state; renormalized to national
51-8092,42,1448,real:OEWS_May2025_state; renormalized to national
51-8092,45,296,real:OEWS_May2025_state; renormalized to national
51-8092,46,95,real:OEWS_May2025_state; renormalized to national
51-8092,47,211,real:OEWS_May2025_state; renormalized to national
51-8092,48,2695,real:OEWS_May2025_state; renormalized to national
51-8092,49,169,real:OEWS_May2025_state; renormalized to national
51-8092,51,423,real:OEWS_May2025_state; renormalized to national
51-8092,53,127,real:OEWS_May2025_state; renormalized to national
51-8092,54,444,real:OEWS_May2025_state; renormalized to national
51-8092,55,159,real:OEWS_May2025_state; renormalized to national
51-8092,56,507,real:OEWS_May2025_state; renormalized to national
51-8093,01,92,real:OEWS_May2025_state; renormalized to national
51-8093,02,376,real:OEWS_May2025_state; renormalized to national
51-8093,04,183,real:OEWS_May2025_state; renormalized to national
51-8093,05,224,real:OEWS_May2025_state; renormalized to national
51-8093,06,3417,real:OEWS_May2025_state; renormalized to national
51-8093,08,122,real:OEWS_May2025_state; renormalized to national
51-8093,12,173,real:OEWS_May2025_state; renormalized to national
51-8093,13,244,real:OEWS_May2025_state; renormalized to national
51-8093,15,285,real:OEWS_May2025_state; renormalized to national
51-8093,17,1088,real:OEWS_May2025_state; renormalized to national
51-8093,18,529,real:OEWS_May2025_state; renormalized to national
51-8093,19,71,real:OEWS_May2025_state; renormalized to national
51-8093,20,966,real:OEWS_May2025_state; renormalized to national
51-8093,21,529,real:OEWS_May2025_state; renormalized to national
51-8093,22,3549,real:OEWS_May2025_state; renormalized to national
51-8093,23,61,real:OEWS_May2025_state; renormalized to national
51-8093,24,92,real:OEWS_May2025_state; renormalized to national
51-8093,26,183,real:OEWS_May2025_state; renormalized to national
51-8093,27,559,real:OEWS_May2025_state; renormalized to national
51-8093,28,874,real:OEWS_May2025_state; renormalized to national
51-8093,29,102,real:OEWS_May2025_state; renormalized to national
51-8093,30,559,real:OEWS_May2025_state; renormalized to national
51-8093,32,31,real:OEWS_May2025_state; renormalized to national
51-8093,33,122,real:OEWS_May2025_state; renormalized to national
51-8093,34,427,real:OEWS_May2025_state; renormalized to national
51-8093,35,427,real:OEWS_May2025_state; renormalized to national
51-8093,36,71,real:OEWS_May2025_state; renormalized to national
51-8093,37,132,real:OEWS_May2025_state; renormalized to national
51-8093,38,966,real:OEWS_May2025_state; renormalized to national
51-8093,39,813,real:OEWS_May2025_state; renormalized to national
51-8093,40,1413,real:OEWS_May2025_state; renormalized to national
51-8093,42,834,real:OEWS_May2025_state; renormalized to national
51-8093,45,71,real:OEWS_May2025_state; renormalized to national
51-8093,47,173,real:OEWS_May2025_state; renormalized to national
51-8093,48,10687,real:OEWS_May2025_state; renormalized to national
51-8093,49,610,real:OEWS_May2025_state; renormalized to national
51-8093,51,254,real:OEWS_May2025_state; renormalized to national
51-8093,53,946,real:OEWS_May2025_state; renormalized to national
51-8093,54,336,real:OEWS_May2025_state; renormalized to national
51-8093,56,569,real:OEWS_May2025_state; renormalized to national
51-8099,01,30,real:OEWS_May2025_state; renormalized to national
51-8099,04,152,real:OEWS_May2025_state; renormalized to national
51-8099,05,122,real:OEWS_May2025_state; renormalized to national
51-8099,06,1583,real:OEWS_May2025_state; renormalized to national
51-8099,08,1065,real:OEWS_May2025_state; renormalized to national
51-8099,09,101,real:OEWS_May2025_state; renormalized to national
51-8099,12,599,real:OEWS_May2025_state; renormalized to national
51-8099,13,243,real:OEWS_May2025_state; renormalized to national
51-8099,16,41,real:OEWS_May2025_state; renormalized to national
51-8099,17,233,real:OEWS_May2025_state; renormalized to national
51-8099,18,284,real:OEWS_May2025_state; renormalized to national
51-8099,19,51,real:OEWS_May2025_state; renormalized to national
51-8099,20,61,real:OEWS_May2025_state; renormalized to national
51-8099,21,30,real:OEWS_May2025_state; renormalized to national
51-8099,22,355,real:OEWS_May2025_state; renormalized to national
51-8099,23,112,real:OEWS_May2025_state; renormalized to national
51-8099,24,274,real:OEWS_May2025_state; renormalized to national
51-8099,25,41,real:OEWS_May2025_state; renormalized to national
51-8099,26,254,real:OEWS_May2025_state; renormalized to national
51-8099,27,203,real:OEWS_May2025_state; renormalized to national
51-8099,28,142,real:OEWS_May2025_state; renormalized to national
51-8099,29,385,real:OEWS_May2025_state; renormalized to national
51-8099,30,172,real:OEWS_May2025_state; renormalized to national
51-8099,31,71,real:OEWS_May2025_state; renormalized to national
51-8099,32,152,real:OEWS_May2025_state; renormalized to national
51-8099,33,122,real:OEWS_May2025_state; renormalized to national
51-8099,34,294,real:OEWS_May2025_state; renormalized to national
51-8099,35,122,real:OEWS_May2025_state; renormalized to national
51-8099,36,314,real:OEWS_May2025_state; renormalized to national
51-8099,37,223,real:OEWS_May2025_state; renormalized to national
51-8099,39,345,real:OEWS_May2025_state; renormalized to national
51-8099,40,81,real:OEWS_May2025_state; renormalized to national
51-8099,41,142,real:OEWS_May2025_state; renormalized to national
51-8099,42,629,real:OEWS_May2025_state; renormalized to national
51-8099,45,152,real:OEWS_May2025_state; renormalized to national
51-8099,46,193,real:OEWS_May2025_state; renormalized to national
51-8099,47,152,real:OEWS_May2025_state; renormalized to national
51-8099,48,3621,real:OEWS_May2025_state; renormalized to national
51-8099,49,183,real:OEWS_May2025_state; renormalized to national
51-8099,51,183,real:OEWS_May2025_state; renormalized to national
51-8099,53,193,real:OEWS_May2025_state; renormalized to national
51-8099,54,122,real:OEWS_May2025_state; renormalized to national
51-8099,55,162,real:OEWS_May2025_state; renormalized to national
51-8099,56,91,real:OEWS_May2025_state; renormalized to national
51-9011,01,3283,real:OEWS_May2025_state; renormalized to national
51-9011,04,1331,real:OEWS_May2025_state; renormalized to national
51-9011,05,1161,real:OEWS_May2025_state; renormalized to national
51-9011,06,5675,real:OEWS_May2025_state; renormalized to national
51-9011,08,911,real:OEWS_May2025_state; renormalized to national
51-9011,09,861,real:OEWS_May2025_state; renormalized to national
51-9011,10,1161,real:OEWS_May2025_state; renormalized to national
51-9011,12,4274,real:OEWS_May2025_state; renormalized to national
51-9011,13,4334,real:OEWS_May2025_state; renormalized to national
51-9011,15,30,real:OEWS_May2025_state; renormalized to national
51-9011,16,550,real:OEWS_May2025_state; renormalized to national
51-9011,17,5585,real:OEWS_May2025_state; renormalized to national
51-9011,18,6245,real:OEWS_May2025_state; renormalized to national
51-9011,19,2012,real:OEWS_May2025_state; renormalized to national
51-9011,20,1922,real:OEWS_May2025_state; renormalized to national
51-9011,21,3593,real:OEWS_May2025_state; renormalized to national
51-9011,22,6436,real:OEWS_May2025_state; renormalized to national
51-9011,23,250,real:OEWS_May2025_state; renormalized to national
51-9011,24,1221,real:OEWS_May2025_state; renormalized to national
51-9011,25,2862,real:OEWS_May2025_state; renormalized to national
51-9011,26,5215,real:OEWS_May2025_state; renormalized to national
51-9011,27,1171,real:OEWS_May2025_state; renormalized to national
51-9011,28,991,real:OEWS_May2025_state; renormalized to national
51-9011,29,2792,real:OEWS_May2025_state; renormalized to national
51-9011,30,40,real:OEWS_May2025_state; renormalized to national
51-9011,31,1021,real:OEWS_May2025_state; renormalized to national
51-9011,32,210,real:OEWS_May2025_state; renormalized to national
51-9011,33,350,real:OEWS_May2025_state; renormalized to national
51-9011,34,8567,real:OEWS_May2025_state; renormalized to national
51-9011,35,170,real:OEWS_May2025_state; renormalized to national
51-9011,36,4274,real:OEWS_May2025_state; renormalized to national
51-9011,37,5265,real:OEWS_May2025_state; renormalized to national
51-9011,39,7837,real:OEWS_May2025_state; renormalized to national
51-9011,40,791,real:OEWS_May2025_state; renormalized to national
51-9011,41,951,real:OEWS_May2025_state; renormalized to national
51-9011,42,6235,real:OEWS_May2025_state; renormalized to national
51-9011,44,430,real:OEWS_May2025_state; renormalized to national
51-9011,45,4043,real:OEWS_May2025_state; renormalized to national
51-9011,46,230,real:OEWS_May2025_state; renormalized to national
51-9011,47,3863,real:OEWS_May2025_state; renormalized to national
51-9011,48,20898,real:OEWS_May2025_state; renormalized to national
51-9011,49,2612,real:OEWS_May2025_state; renormalized to national
51-9011,51,2042,real:OEWS_May2025_state; renormalized to national
51-9011,53,1722,real:OEWS_May2025_state; renormalized to national
51-9011,54,1191,real:OEWS_May2025_state; renormalized to national
51-9011,55,2732,real:OEWS_May2025_state; renormalized to national
51-9011,56,290,real:OEWS_May2025_state; renormalized to national
51-9012,01,140,real:OEWS_May2025_state; renormalized to national
51-9012,02,100,real:OEWS_May2025_state; renormalized to national
51-9012,04,971,real:OEWS_May2025_state; renormalized to national
51-9012,05,501,real:OEWS_May2025_state; renormalized to national
51-9012,06,14227,real:OEWS_May2025_state; renormalized to national
51-9012,08,1972,real:OEWS_May2025_state; renormalized to national
51-9012,09,310,real:OEWS_May2025_state; renormalized to national
51-9012,10,110,real:OEWS_May2025_state; renormalized to national
51-9012,12,1151,real:OEWS_May2025_state; renormalized to national
51-9012,13,1211,real:OEWS_May2025_state; renormalized to national
51-9012,15,160,real:OEWS_May2025_state; renormalized to national
51-9012,16,781,real:OEWS_May2025_state; renormalized to national
51-9012,17,781,real:OEWS_May2025_state; renormalized to national
51-9012,18,1512,real:OEWS_May2025_state; renormalized to national
51-9012,19,1091,real:OEWS_May2025_state; renormalized to national
51-9012,20,451,real:OEWS_May2025_state; renormalized to national
51-9012,21,1502,real:OEWS_May2025_state; renormalized to national
51-9012,22,771,real:OEWS_May2025_state; renormalized to national
51-9012,23,430,real:OEWS_May2025_state; renormalized to national
51-9012,24,581,real:OEWS_May2025_state; renormalized to national
51-9012,25,511,real:OEWS_May2025_state; renormalized to national
51-9012,26,2233,real:OEWS_May2025_state; renormalized to national
51-9012,27,1812,real:OEWS_May2025_state; renormalized to national
51-9012,28,100,real:OEWS_May2025_state; renormalized to national
51-9012,29,1592,real:OEWS_May2025_state; renormalized to national
51-9012,30,340,real:OEWS_May2025_state; renormalized to national
51-9012,31,1051,real:OEWS_May2025_state; renormalized to national
51-9012,32,270,real:OEWS_May2025_state; renormalized to national
51-9012,33,591,real:OEWS_May2025_state; renormalized to national
51-9012,34,931,real:OEWS_May2025_state; renormalized to national
51-9012,35,370,real:OEWS_May2025_state; renormalized to national
51-9012,36,3494,real:OEWS_May2025_state; renormalized to national
51-9012,37,1312,real:OEWS_May2025_state; renormalized to national
51-9012,38,270,real:OEWS_May2025_state; renormalized to national
51-9012,39,1472,real:OEWS_May2025_state; renormalized to national
51-9012,40,260,real:OEWS_May2025_state; renormalized to national
51-9012,41,1342,real:OEWS_May2025_state; renormalized to national
51-9012,42,2153,real:OEWS_May2025_state; renormalized to national
51-9012,44,140,real:OEWS_May2025_state; renormalized to national
51-9012,45,471,real:OEWS_May2025_state; renormalized to national
51-9012,46,270,real:OEWS_May2025_state; renormalized to national
51-9012,47,2453,real:OEWS_May2025_state; renormalized to national
51-9012,48,1462,real:OEWS_May2025_state; renormalized to national
51-9012,49,481,real:OEWS_May2025_state; renormalized to national
51-9012,50,230,real:OEWS_May2025_state; renormalized to national
51-9012,51,2132,real:OEWS_May2025_state; renormalized to national
51-9012,53,1562,real:OEWS_May2025_state; renormalized to national
51-9012,54,110,real:OEWS_May2025_state; renormalized to national
51-9012,55,1522,real:OEWS_May2025_state; renormalized to national
51-9012,56,410,real:OEWS_May2025_state; renormalized to national
51-9021,01,620,real:OEWS_May2025_state; renormalized to national
51-9021,02,61,real:OEWS_May2025_state; renormalized to national
51-9021,05,529,real:OEWS_May2025_state; renormalized to national
51-9021,06,2409,real:OEWS_May2025_state; renormalized to national
51-9021,08,529,real:OEWS_May2025_state; renormalized to national
51-9021,09,203,real:OEWS_May2025_state; renormalized to national
51-9021,12,529,real:OEWS_May2025_state; renormalized to national
51-9021,13,813,real:OEWS_May2025_state; renormalized to national
51-9021,16,376,real:OEWS_May2025_state; renormalized to national
51-9021,17,722,real:OEWS_May2025_state; renormalized to national
51-9021,18,935,real:OEWS_May2025_state; renormalized to national
51-9021,19,1443,real:OEWS_May2025_state; renormalized to national
51-9021,20,478,real:OEWS_May2025_state; renormalized to national
51-9021,21,203,real:OEWS_May2025_state; renormalized to national
51-9021,22,203,real:OEWS_May2025_state; renormalized to national
51-9021,23,152,real:OEWS_May2025_state; renormalized to national
51-9021,24,142,real:OEWS_May2025_state; renormalized to national
51-9021,25,376,real:OEWS_May2025_state; renormalized to national
51-9021,26,681,real:OEWS_May2025_state; renormalized to national
51-9021,27,671,real:OEWS_May2025_state; renormalized to national
51-9021,28,173,real:OEWS_May2025_state; renormalized to national
51-9021,29,762,real:OEWS_May2025_state; renormalized to national
51-9021,30,264,real:OEWS_May2025_state; renormalized to national
51-9021,31,274,real:OEWS_May2025_state; renormalized to national
51-9021,32,671,real:OEWS_May2025_state; renormalized to national
51-9021,33,132,real:OEWS_May2025_state; renormalized to national
51-9021,34,569,real:OEWS_May2025_state; renormalized to national
51-9021,35,173,real:OEWS_May2025_state; renormalized to national
51-9021,36,966,real:OEWS_May2025_state; renormalized to national
51-9021,37,569,real:OEWS_May2025_state; renormalized to national
51-9021,38,315,real:OEWS_May2025_state; renormalized to national
51-9021,39,1616,real:OEWS_May2025_state; renormalized to national
51-9021,40,396,real:OEWS_May2025_state; renormalized to national
51-9021,41,498,real:OEWS_May2025_state; renormalized to national
51-9021,42,996,real:OEWS_May2025_state; renormalized to national
51-9021,45,335,real:OEWS_May2025_state; renormalized to national
51-9021,46,122,real:OEWS_May2025_state; renormalized to national
51-9021,47,1311,real:OEWS_May2025_state; renormalized to national
51-9021,48,1464,real:OEWS_May2025_state; renormalized to national
51-9021,49,264,real:OEWS_May2025_state; renormalized to national
51-9021,50,163,real:OEWS_May2025_state; renormalized to national
51-9021,51,539,real:OEWS_May2025_state; renormalized to national
51-9021,53,478,real:OEWS_May2025_state; renormalized to national
